,drift,ms
2091,963,20
2092,155,24
2093,563,31
2094,2280,11
2095,291,6
2096,134,24
2097,109,16
2098,481,26
2099,1106,13
2100,1552,6
2101,2664,18
2102,107,11
2103,254,7
2104,1190,6
2105,603,6
2106,973,6
2107,20,33
2108,32,14
2109,186,13
2110,801,19
2111,465,13
2112,295,14
2113,216,44
2114,139,44
2115,732,58
2116,373,47
2117,98,23
2118,374,45
2119,19,6
2120,100,49
2121,214,6
2122,41,7
2123,33,17
2124,1145,33
2125,1279,32
2126,710,31
2127,604,31
2128,919,18
2129,1685,29
2130,68,10
2131,18,6
2132,373,7
2133,79,43
2134,357,16
2135,1140,32
2136,233,26
2137,202,68
2138,151,58
2139,97,90
2140,670,6
2141,737,19
2142,491,31
2143,520,30
2144,376,34
2145,445,36
2146,355,43
2147,232,14
2148,97,8
2149,684,20
2150,811,38
2151,309,32
2152,243,26
2153,542,49
2154,249,19
2155,423,21
2156,118,19
2157,822,17
2158,73,31
2159,678,34
2160,979,14
2161,1058,13
2162,1801,14
2163,825,12
2164,215,12
2165,1444,8
2166,612,11
2167,2454,15
2168,1010,17
2169,1574,30
2170,1550,14
2171,873,23
2172,238,19
2173,511,39
2174,573,29
2175,210,21
2176,578,19
2177,583,35
2178,621,21
2179,407,19
2180,1060,13
2181,563,35
2182,545,30
2183,633,32
2184,885,44
2185,611,30
2186,419,49
2187,633,33
2188,905,29
2189,314,36
2190,161,18
2191,410,21
2192,178,23
2193,25,26
2194,354,8
2195,116,8
2196,436,21
2197,564,15
2198,700,7
2199,434,36
2200,350,38
2201,15,25
2202,320,27
2203,362,31
2204,1356,34
2205,446,16
2206,727,30
2207,379,59
2208,29,13
2209,315,26
2210,468,19
2211,184,17
2212,316,20
2213,167,34
2214,840,28
2215,641,39
2216,16,14
2217,151,20
2218,720,18
2219,282,29
2220,508,29
2221,861,30
2222,681,18
2223,309,32
2224,1331,21
2225,278,30
2226,1839,22
2227,219,21
2228,397,32
2229,942,91
2230,243,19
2231,502,20
2232,1826,13
2233,1994,77
2234,17,14
2235,1812,34
2236,544,10
2237,442,17
2238,1668,36
2239,685,31
2240,706,30
2241,2740,19
2242,683,32
2243,321,15
2244,1220,121
2245,239,33
2246,2247,27
2247,617,147
2248,258,29
2249,1258,10
2250,3246,21
2251,510,23
2252,1920,34
2253,842,163
2254,192,29
2255,801,29
2256,199,28
2257,428,28
2258,881,29
2259,309,30
2260,1787,16
2261,158,9
2262,1316,30
2263,173,32
2264,1701,26
2265,404,17
2266,679,6
2267,526,19
2268,654,48
2269,135,32
2270,77,6
2271,125,30
2272,262,32
2273,276,17
2274,1897,15
2275,276,18
2276,1085,20
2277,340,20
2278,223,18
2279,456,36
2280,157,18
2281,239,31
2282,276,18
2283,337,29
2284,388,14
2285,659,200
2286,15,18
2287,177,21
2288,383,19
2289,462,24
2290,135,9
2291,51,11
2292,55,12
2293,17,38
2294,395,43
2295,969,42
2296,291,43
2297,249,44
2298,578,34
2299,615,21
2300,449,17
2301,632,40
2302,562,10
2303,824,19
2304,449,33
2305,296,32
2306,218,37
2307,424,37
2308,545,40
2309,562,32
2310,894,39
2311,801,19
2312,528,42
2313,415,8
2314,468,42
2315,870,25
2316,645,16
2317,2134,19
2318,260,14
2319,452,36
2320,381,44
2321,937,57
2322,397,39
2323,314,41
2324,333,33
2325,302,42
2326,660,39
2327,258,35
2328,343,31
2329,286,29
2330,375,29
2331,704,28
2332,475,34
2333,558,32
2334,467,20
2335,175,19
2336,975,40
2337,588,7
2338,397,31
2339,482,9
2340,537,45
2341,606,34
2342,69,29
2343,126,20
2344,1396,29
2345,965,30
2346,28,25
2347,62,20
2348,2247,20
2349,517,29
2350,202,17
2351,1241,11
2352,895,14
2353,1094,13
2354,197,30
2355,439,29
2356,1700,32
2357,226,9
2358,266,14
2359,833,25
2360,698,22
2361,210,12
2362,888,31
2363,1542,20
2364,67,26
2365,289,24
2366,1955,41
2367,329,11
2368,174,49
2369,641,39
2370,30,20
2371,248,34
2372,212,17
2373,213,43
2374,1371,45
2375,455,13
2376,120,20
2377,40,18
2378,730,10
2379,51,16
2380,815,39
2381,391,33
2382,359,31
2383,850,31
2384,281,13
2385,150,18
2386,30,39
2387,43,21
2388,90,27
2389,369,42
2390,559,41
2391,316,17
2392,21,20
2393,79,30
2394,282,44
2395,826,21
2396,576,63
2397,64,33
2398,317,41
2399,549,44
2400,133,17
2401,365,43
2402,251,33
2403,1183,46
2404,286,43
2405,205,35
2406,71,21
2407,98,29
2408,255,20
2409,106,17
2410,307,34
2411,806,46
2412,236,45
2413,647,14
2414,268,16
2415,66,36
2416,67,35
2417,264,30
2418,617,28
2419,175,48
2420,1342,44
2421,1322,46
2422,1205,28
2423,112,8
2424,264,29
2425,559,29
2426,2517,40
2427,234,33
2428,734,38
2429,608,28
2430,2060,33
2431,770,31
2432,877,40
2433,1896,10
2434,741,16
2435,381,28
2436,934,31
2437,579,29
2438,668,29
2439,247,44
2440,202,10
2441,527,17
2442,567,30
2443,405,26
2444,386,28
2445,1499,28
2446,338,27
2447,286,40
2448,662,30
2449,507,42
2450,1105,30
2451,764,6
2452,523,6
2453,95,17
2454,845,21
2455,440,31
2456,188,34
2457,219,30
2458,396,7
2459,609,31
2460,744,30
2461,20,8
2462,1262,8
2463,410,30
2464,1341,17
2465,876,14
2466,954,13
2467,1350,15
2468,1222,14
2469,665,33
2470,137,28
2471,367,16
2472,200,8
2473,2194,8
2474,281,7
2475,904,15
2476,353,11
2477,66,17
2478,75,17
2479,2717,10
2480,354,15
2481,23,20
2482,80,15
2483,1817,10
2484,4104,38
2485,981,8
2486,557,148
2487,28,15
2488,162,19
2489,636,8
2490,81,9
2491,1227,32
2492,339,29
2493,131,37
2494,315,11
2495,286,32
2496,698,42
2497,206,16
2498,210,35
2499,326,24
2500,1041,7
2501,47,66
2502,581,37
2503,536,9
2504,5418,35
2505,111,25
2506,28,52
2507,162,96
2508,594,20
2509,156,32
2510,166,34
2511,596,36
2512,184,35
2513,417,34
2514,141,45
2515,1301,86
2516,1115,46
2517,333,42
2518,171,33
2519,662,18
2520,842,113
2521,242,96
2522,148,49
2523,66,9
2524,69,28
2525,1384,19
2526,482,185
2527,311,38
2528,499,41
2529,976,18
2530,78,68
2531,779,102
2532,284,30
2533,2884,8
2534,93,21
2535,316,46
2536,51,35
2537,91,102
2538,35,45
2539,113,123
2540,160,45
2541,709,215
2542,346,21
2543,992,37
2544,85,23
2545,623,45
2546,142,20
2547,2233,24
2548,293,68
2549,15,45
2550,881,17
2551,396,148
2552,66,32
2553,2770,10
2554,813,29
2555,1935,12
2556,2068,18
2557,380,21
2558,955,22
2559,535,33
2560,1522,20
2561,19,9
2562,460,17
2563,1388,17
2564,666,16
2565,945,33
2566,953,14
2567,1034,17
2568,436,6
2569,1421,26
2570,503,105
2571,17,8
2572,59,20
2573,443,7
2574,1347,6
2575,789,21
2576,1616,19
2577,2124,15
2578,264,10
2579,283,15
2580,608,6
2581,788,11
2582,1576,11
2583,1298,56
2584,218,19
2585,786,6
2586,326,11
2587,1928,11
2588,922,16
2589,1585,13
2590,1018,13
2591,738,10
2592,1621,7
2593,415,37
2594,468,12
2595,349,12
2596,5687,7
2597,2074,28
2598,228,17
2599,948,27
2600,230,17
2601,574,13
2602,162,133
2603,1010,31
2604,2554,30
2605,327,10
2606,280,29
2607,283,25
2608,2005,21
2609,883,22
2610,268,33
2611,230,31
2612,884,21
2613,1336,47
2614,324,56
2615,1453,20
2616,286,20
2617,228,32
2618,674,19
2619,306,20
2620,219,21
2621,14,33
2622,214,19
2623,420,32
2624,134,22
2625,141,32
2626,383,31
2627,90,43
2628,115,33
2629,293,32
2630,123,48
2631,93,77
2632,148,30
2633,335,11
2634,751,10
2635,2191,30
2636,521,27
2637,422,8
2638,14,9
2639,68,8
2640,1233,7
2641,166,8
2642,15,22
2643,55,61
2644,493,13
2645,1321,11
2646,3822,6
2647,30,6
2648,611,18
2649,928,31
2650,3807,7
2651,867,28
2652,591,47
2653,28,34
2654,58,13
2655,179,19
2656,853,27
2657,389,17
2658,277,54
2659,714,7
2660,61,48
2661,976,9
2662,352,9
2663,1112,6
2664,529,14
2665,3616,6
2666,702,45
2667,258,34
2668,610,10
2669,1691,10
2670,2298,10
2671,1001,24
2672,896,10
2673,237,26
2674,1047,16
2675,788,13
2676,382,16
2677,119,6
2678,29,6
2679,1393,19
2680,2470,10
2681,1518,16
2682,198,31
2683,490,33
2684,1004,8
2685,633,26
2686,383,21
2687,424,26
2688,121,41
2689,72,15
2690,359,8
2691,38,136
2692,35,21
2693,55,10
2694,36,8
2695,1088,10
2696,1239,15
2697,3259,17
2698,2677,20
2699,552,7
2700,227,19
2701,658,9
2702,103,38
2703,274,14
2704,252,16
2705,240,30
2706,218,18
2707,241,15
2708,243,24
2709,165,33
2710,213,26
2711,575,11
2712,1393,15
2713,711,14
2714,545,14
2715,453,20
2716,309,32
2717,561,7
2718,277,14
2719,718,15
2720,194,9
2721,302,95
2722,251,22
2723,1308,29
2724,251,9
2725,398,16
2726,1547,14
2727,256,29
2728,1460,32
2729,94,17
2730,83,13
2731,264,29
2732,242,7
2733,266,16
2734,203,33
2735,751,7
2736,222,20
2737,27,38
2738,91,16
2739,602,7
2740,694,15
2741,461,15
2742,526,29
2743,469,19
2744,248,14
2745,242,15
2746,170,16
2747,644,34
2748,2755,7
2749,18,12
2750,116,15
2751,64,13
2752,117,7
2753,44,20
2754,659,29
2755,53,15
2756,16,18
2757,203,15
2758,331,16
2759,492,18
2760,390,8
2761,236,17
2762,190,16
2763,699,9
2764,208,13
2765,445,12
2766,525,31
2767,141,36
2768,28,9
2769,87,14
2770,17,34
2771,319,15
2772,271,9
2773,692,30
2774,235,8
2775,432,29
2776,1367,26
2777,1546,13
2778,50,18
2779,108,16
2780,22,21
2781,975,8
2782,576,29
2783,883,26
2784,676,31
2785,1115,15
2786,486,18
2787,100,14
2788,631,10
2789,1029,28
2790,797,39
2791,941,6
2792,409,9
2793,290,23
2794,443,13
2795,997,9
2796,314,32
2797,983,36
2798,593,21
2799,84,20
2800,283,34
2801,180,28
2802,315,36
2803,299,30
2804,296,8
2805,291,13
2806,506,7
2807,375,12
2808,351,30
2809,877,32
2810,310,30
2811,453,10
2812,959,8
2813,496,33
2814,444,25
2815,450,19
2816,415,46
2817,695,9
2818,271,27
2819,335,27
2820,775,26
2821,259,34
2822,676,27
2823,149,44
2824,414,31
2825,1660,15
2826,593,30
2827,2341,35
2828,142,44
2829,103,29
2830,457,29
2831,345,39
2832,123,15
2833,327,95
2834,38,122
2835,15,47
2836,43,110
2837,16,10
2838,35,21
2839,957,11
2840,673,7
2841,1256,17
2842,1232,32
2843,238,31
2844,417,15
2845,73,44
2846,30,56
2847,231,28
2848,1833,47
2849,719,30
2850,726,32
2851,840,10
2852,356,24
2853,555,32
2854,1376,29
2855,2249,51
2856,710,33
2857,623,16
2858,480,173
2859,353,18
2860,342,26
2861,437,46
2862,198,168
2863,22,83
2864,777,49
2865,695,41
2866,203,164
2867,563,58
2868,217,200
2869,39,22
2870,372,31
2871,440,253
2872,476,203
2873,250,22
2874,614,20
2875,1214,34
2876,31,198
2877,2346,39
2878,1845,21
2879,946,6
2880,1586,20
2881,958,179
2882,29,50
2883,753,58
2884,392,32
2885,835,18
2886,1482,30
2887,2410,21
2888,449,31
2889,5002,9
2890,36,16
2891,1178,55
2892,204,32
2893,383,31
2894,494,31
2895,260,32
2896,1074,31
2897,596,34
2898,676,32
2899,202,48
2900,133,20
2901,1008,20
2902,607,34
2903,456,31
2904,445,28
2905,1588,48
2906,2509,32
2907,1017,17
2908,1773,34
2909,535,29
2910,84,21
2911,212,245
2912,50,130
2913,22,10
2914,61,22
2915,418,20
2916,642,6
2917,210,32
2918,820,35
2919,826,29
2920,567,15
2921,955,18
2922,290,14
2923,171,30
2924,320,33
2925,556,17
2926,152,26
2927,345,32
2928,412,114
2929,226,21
2930,967,31
2931,897,29
2932,554,31
2933,719,31
2934,655,17
2935,116,127
2936,38,135
2937,16,6
2938,418,20
2939,179,20
2940,92,35
2941,539,33
2942,271,16
2943,895,32
2944,885,17
2945,420,33
2946,485,20
2947,127,14
2948,122,302
2949,553,30
2950,595,26
2951,230,22
2952,96,22
2953,3642,9
2954,1002,20
2955,1399,169
2956,40,132
2957,24,12
2958,18,45
2959,243,19
2960,2652,19
2961,225,33
2962,498,22
2963,901,20
2964,142,13
2965,677,28
2966,251,53
2967,21,47
2968,302,16
2969,554,65
2970,95,34
2971,523,41
2972,140,30
2973,2209,16
2974,99,19
2975,1579,32
2976,215,21
2977,753,18
2978,90,19
2979,223,58
2980,2077,30
2981,734,7
2982,1699,16
2983,1393,7
2984,246,16
2985,350,27
2986,678,7
2987,1184,11
2988,421,14
2989,3301,13
2990,1350,21
2991,668,13
2992,1387,9
2993,503,16
2994,2669,14
2995,550,7
2996,1171,12
2997,625,11
2998,189,10
2999,15,6
3000,85,12
3001,271,7
3002,1257,28
3003,21,32
3004,85,13
3005,539,16
3006,207,6
3007,1318,7
3008,1907,21
3009,313,18
3010,702,18
3011,1099,14
3012,2038,32
3013,1041,31
3014,214,18
3015,823,29
3016,1513,32
3017,3136,30
3018,325,25
3019,831,28
3020,413,19
3021,1560,18
3022,295,17
3023,250,9
3024,70,19
3025,1137,10
3026,1040,31
3027,20,19
3028,225,8
3029,714,27
3030,790,13
3031,282,11
3032,131,29
3033,48,33
3034,217,32
3035,546,32
3036,1235,29
3037,1683,32
3038,563,32
3039,505,29
3040,327,10
3041,811,31
3042,348,30
3043,853,16
3044,284,16
3045,942,24
3046,734,14
3047,1583,32
3048,411,30
3049,293,18
3050,341,13
3051,263,22
3052,533,33
3053,1183,28
3054,511,33
3055,482,27
3056,372,6
3057,708,16
3058,310,12
3059,1157,97
3060,438,17
3061,97,40
3062,71,19
3063,812,8
3064,1008,26
3065,1628,30
3066,168,9
3067,467,8
3068,247,33
3069,190,31
3070,110,16
3071,46,34
3072,129,19
3073,195,13
3074,239,29
3075,196,20
3076,124,32
3077,147,20
3078,694,31
3079,817,25
3080,734,15
3081,2295,8
3082,1873,11
3083,598,16
3084,420,10
3085,397,13
3086,1098,12
3087,206,14
3088,864,11
3089,1476,6
3090,444,9
3091,573,19
3092,249,14
3093,470,18
3094,2044,27
3095,282,16
3096,100,17
3097,2289,29
3098,497,14
3099,744,12
3100,2018,7
3101,1047,13
3102,583,17
3103,179,11
3104,44,8
3105,994,12
3106,3325,19
3107,83,17
3108,188,16
3109,2572,9
3110,1280,11
3111,1310,11
3112,876,6
3113,1741,7
3114,2109,14
3115,226,6
3116,1987,7
3117,670,27
3118,407,10
3119,640,15
3120,2737,20
3121,185,19
3122,1164,32
3123,713,19
3124,164,25
3125,283,48
3126,108,23
3127,161,29
3128,998,34
3129,110,17
3130,572,46
3131,461,31
3132,265,22
3133,216,31
3134,911,31
3135,439,21
3136,372,30
3137,831,22
3138,137,20
3139,2161,18
3140,1695,32
3141,263,30
3142,1177,45
3143,245,14
3144,318,33
3145,1219,45
3146,153,32
3147,108,26
3148,430,18
3149,250,30
3150,130,29
3151,415,29
3152,1027,29
3153,178,24
3154,100,18
3155,579,18
3156,1858,54
3157,16,11
3158,39,35
3159,683,16
3160,60,18
3161,869,8
3162,5815,15
3163,3348,29
3164,179,15
3165,3115,58
3166,168,44
3167,1055,30
3168,408,36
3169,159,34
3170,3851,45
3171,2011,34
3172,1758,22
3173,91,11
3174,819,77
3175,182,16
3176,165,21
3177,396,31
3178,159,22
3179,402,6
3180,43,47
3181,266,64
3182,135,23
3183,149,18
3184,230,34
3185,120,7
3186,14,7
3187,22,33
3188,716,85
3189,509,126
3190,80,18
3191,497,33
3192,229,30
3193,387,19
3194,368,35
3195,822,33
3196,1303,23
3197,237,17
3198,273,14
3199,523,16
3200,538,28
3201,410,29
3202,1820,35
3203,872,159
3204,651,8
3205,278,149
3206,120,13
3207,56,12
3208,99,58
3209,249,8
3210,2252,10
3211,65,26
3212,2225,95
3213,17,7
3214,2998,26
3215,296,14
3216,233,12
3217,366,26
3218,223,13
3219,346,14
3220,340,26
3221,279,12
3222,170,14
3223,564,12
3224,245,16
3225,455,16
3226,153,17
3227,344,11
3228,327,17
3229,218,11
3230,356,27
3231,175,30
3232,188,29
3233,264,28
3234,348,9
3235,95,37
3236,119,19
3237,20,18
3238,88,18
3239,313,28
3240,546,27
3241,311,8
3242,182,8
3243,293,29
3244,251,25
3245,273,21
3246,266,14
3247,176,8
3248,309,28
3249,240,18
3250,441,24
3251,269,13
3252,247,14
3253,360,8
3254,292,9
3255,201,17
3256,126,29
3257,315,15
3258,206,28
3259,240,30
3260,172,30
3261,267,34
3262,129,16
3263,283,29
3264,174,10
3265,264,28
3266,143,16
3267,138,18
3268,237,33
3269,193,14
3270,181,12
3271,247,28
3272,459,12
3273,219,14
3274,556,14
3275,144,17
3276,365,26
3277,188,16
3278,161,17
3279,263,28
3280,204,10
3281,289,9
3282,536,41
3283,399,28
3284,1171,29
3285,335,11
3286,246,28
3287,227,25
3288,437,25
3289,185,17
3290,185,13
3291,450,21
3292,719,20
3293,553,19
3294,863,14
3295,291,11
3296,311,16
3297,289,40
3298,244,12
3299,179,36
3300,437,23
3301,757,14
3302,548,29
3303,283,24
3304,633,36
3305,469,6
3306,94,32
3307,276,19
3308,954,15
3309,330,39
3310,227,21
3311,293,29
3312,201,39
3313,134,36
3314,692,28
3315,233,49
3316,507,30
3317,250,26
3318,561,28
3319,210,15
3320,284,36
3321,308,23
3322,409,20
3323,413,35
3324,278,32
3325,253,38
3326,419,11
3327,307,35
3328,1415,14
3329,551,35
3330,920,31
3331,341,14
3332,186,26
3333,656,25
3334,303,12
3335,790,36
3336,323,6
3337,462,17
3338,221,15
3339,331,13
3340,263,33
3341,911,28
3342,230,14
3343,542,15
3344,275,13
3345,550,26
3346,290,38
3347,56,18
3348,195,27
3349,136,27
3350,263,28
3351,282,7
3352,210,14
3353,252,31
3354,110,30
3355,23,92
3356,14,13
3357,169,47
3358,243,29
3359,241,11
3360,748,97
3361,148,43
3362,107,13
3363,25,9
3364,25,11
3365,32,31
3366,455,17
3367,454,12
3368,702,26
3369,317,29
3370,127,29
3371,219,10
3372,165,63
3373,15,12
3374,39,14
3375,57,29
3376,407,29
3377,604,77
3378,15,64
3379,25,12
3380,61,33
3381,269,26
3382,78,8
3383,229,6
3384,33,6
3385,106,30
3386,306,12
3387,1010,10
3388,320,27
3389,418,23
3390,368,17
3391,130,15
3392,233,110
3393,51,6
3394,178,8
3395,143,30
3396,89,21
3397,23,31
3398,544,28
3399,367,11
3400,423,6
3401,348,31
3402,776,10
3403,523,10
3404,330,12
3405,517,13
3406,480,59
3407,101,12
3408,219,12
3409,409,26
3410,296,28
3411,240,7
3412,683,15
3413,113,14
3414,129,17
3415,75,15
3416,138,36
3417,21,41
3418,65,32
3419,44,6
3420,166,11
3421,133,12
3422,127,33
3423,825,31
3424,844,28
3425,443,13
3426,1120,14
3427,417,30
3428,931,191
3429,15,131
3430,45,12
3431,14,79
3432,96,20
3433,18,57
3434,323,33
3435,358,19
3436,258,30
3437,275,30
3438,311,37
3439,441,12
3440,257,31
3441,449,12
3442,367,8
3443,38,27
3444,17,25
3445,101,7
3446,802,162
3447,44,37
3448,50,14
3449,1299,30
3450,414,7
3451,14,6
3452,833,22
3453,187,18
3454,286,13
3455,850,30
3456,207,14
3457,887,30
3458,607,42
3459,455,14
3460,670,35
3461,279,28
3462,254,31
3463,582,32
3464,285,31
3465,2090,33
3466,300,23
3467,189,30
3468,325,28
3469,242,12
3470,721,50
3471,377,16
3472,336,125
3473,112,12
3474,5058,16
3475,1980,15
3476,894,30
3477,955,28
3478,182,12
3479,32,9
3480,725,6
3481,94,26
3482,4078,44
3483,2425,18
3484,5943,17
3485,989,17
3486,296,16
3487,421,28
3488,512,31
3489,933,48
3490,140,11
3491,1060,28
3492,179,14
3493,174,52
3494,800,16
3495,517,32
3496,2565,35
3497,707,13
3498,639,6
3499,210,10
3500,47,6
3501,639,30
3502,368,17
3503,223,33
3504,955,15
3505,138,18
3506,494,18
3507,168,14
3508,449,9
3509,175,67
3510,122,9
3511,801,6
3512,722,16
3513,610,31
3514,252,19
3515,341,28
3516,258,17
3517,301,17
3518,389,10
3519,420,56
3520,897,13
3521,94,6
3522,447,25
3523,205,18
3524,2432,8
3525,93,23
3526,2434,32
3527,386,15
3528,677,17
3529,1686,33
3530,18,7
3531,94,19
3532,3299,11
3533,89,7
3534,570,8
3535,2380,11
3536,1162,17
3537,3507,13
3538,1320,19
3539,168,44
3540,105,20
3541,670,16
3542,950,30
3543,3157,19
3544,900,36
3545,201,31
3546,360,17
3547,414,41
3548,286,27
3549,636,32
3550,703,14
3551,383,36
3552,377,31
3553,358,31
3554,326,16
3555,260,41
3556,14,22
3557,223,33
3558,309,23
3559,575,18
3560,649,30
3561,360,45
3562,274,34
3563,197,31
3564,322,36
3565,327,36
3566,666,41
3567,403,28
3568,212,17
3569,181,28
3570,371,99
3571,171,99
3572,168,28
3573,400,27
3574,723,6
3575,342,31
3576,290,32
3577,206,15
3578,231,30
3579,224,30
3580,194,35
3581,263,33
3582,193,29
3583,301,10
3584,320,32
3585,550,26
3586,325,25
3587,436,32
3588,61,21
3589,370,26
3590,244,32
3591,343,27
3592,495,29
3593,193,21
3594,193,25
3595,267,30
3596,168,7
3597,281,32
3598,505,32
3599,16,46
3600,197,19
3601,186,35
3602,174,30
3603,410,45
3604,61,43
3605,271,27
3606,218,18
3607,407,20
3608,395,14
3609,309,34
3610,223,33
3611,491,34
3612,320,29
3613,435,30
3614,1740,31
3615,1602,27
3616,1669,30
3617,2963,8
3618,70,27
3619,530,30
3620,567,32
3621,731,31
3622,531,13
3623,1337,31
3624,27,6
3625,324,43
3626,1589,13
3627,1831,13
3628,321,57
3629,827,22
3630,135,20
3631,989,11
3632,1328,28
3633,1551,19
3634,905,17
3635,671,14
3636,1255,67
3637,924,8
3638,917,121
3639,1215,15
3640,1487,31
3641,210,91
3642,175,70
3643,3385,26
3644,1644,14
3645,359,117
3646,19,36
3647,23,14
3648,21,47
3649,19,31
3650,105,15
3651,1910,13
3652,1151,18
3653,178,19
3654,224,22
3655,627,251
3656,22,87
3657,28,24
3658,34,61
3659,60,18
3660,21,25
3661,28,50
3662,138,24
3663,102,18
3664,221,19
3665,61,46
3666,2191,10
3667,5747,28
3668,600,15
3669,766,32
3670,4303,39
3671,905,19
3672,173,18
3673,1218,18
3674,115,17
3675,277,12
3676,1009,19
3677,179,31
3678,512,9
3679,1280,20
3680,19,8
3681,337,8
3682,57,7
3683,28,13
3684,33,8
3685,88,14
3686,226,10
3687,792,18
3688,92,27
3689,441,20
3690,876,18
3691,1475,50
3692,1220,17
3693,77,8
3694,494,32
3695,1163,31
3696,645,9
3697,228,21
3698,1022,30
3699,90,32
3700,63,6
3701,1343,14
3702,266,20
3703,1180,19
3704,984,27
3705,17,17
3706,520,18
3707,584,19
3708,37,19
3709,761,41
3710,578,22
3711,1017,21
3712,465,23
3713,305,7
3714,57,10
3715,322,20
3716,325,36
3717,26,8
3718,190,45
3719,578,35
3720,338,21
3721,645,33
3722,971,20
3723,682,64
3724,260,35
3725,538,20
3726,429,33
3727,633,148
3728,338,25
3729,471,34
3730,579,21
3731,2365,33
3732,389,17
3733,408,68
3734,667,20
3735,954,21
3736,424,22
3737,612,30
3738,18,14
3739,834,19
3740,130,101
3741,47,215
3742,49,18
3743,15,90
3744,33,31
3745,101,21
3746,188,31
3747,915,15
3748,304,15
3749,491,33
3750,1050,29
3751,383,48
3752,1401,18
3753,154,18
3754,383,14
3755,338,17
3756,357,30
3757,316,21
3758,99,19
3759,372,16
3760,352,15
3761,943,29
3762,303,18
3763,317,11
3764,383,18
3765,633,17
3766,181,33
3767,332,46
3768,17,23
3769,19,11
3770,142,14
3771,29,21
3772,27,57
3773,319,34
3774,498,8
3775,562,28
3776,1378,32
3777,1118,55
3778,293,32
3779,366,13
3780,732,34
3781,416,17
3782,287,17
3783,419,31
3784,339,31
3785,370,35
3786,112,18
3787,185,21
3788,548,28
3789,243,99
3790,400,31
3791,380,27
3792,442,28
3793,479,28
3794,218,75
3795,586,11
3796,789,55
3797,63,11
3798,551,43
3799,561,59
3800,545,6
3801,380,16
3802,292,75
3803,484,43
3804,298,40
3805,472,43
3806,548,41
3807,244,28
3808,1084,15
3809,359,38
3810,439,78
3811,2100,20
3812,212,19
3813,259,14
3814,101,84
3815,645,42
3816,1271,9
3817,14,12
3818,145,16
3819,381,33
3820,36,39
3821,155,61
3822,84,8
3823,668,56
3824,1280,11
3825,1101,73
3826,583,60
3827,369,17
3828,356,16
3829,638,46
3830,410,44
3831,830,59
3832,543,8
3833,75,23
3834,42,6
3835,369,11
3836,326,30
3837,175,6
3838,132,7
3839,45,6
3840,605,58
3841,401,38
3842,19,8
3843,402,15
3844,269,33
3845,325,31
3846,554,9
3847,313,30
3848,223,28
3849,326,20
3850,566,18
3851,95,20
3852,399,31
3853,110,12
3854,218,10
3855,471,12
3856,228,15
3857,482,13
3858,292,12
3859,474,10
3860,44,16
